,name,mana_cost,cmc,edhrec_rank
530,"Huatli, Dinosaur Knight",{4}{R}{W},6.0,9542.0
531,Push Your Luck,,0.0,24008.0
532,Grixis Grimblade,{U/R}{B},2.0,16965.0
533,Ben Rubin Decklist,,0.0,
534,Fleshgrafter,{2}{B},3.0,23557.0
535,Ecologist's Terrarium,{2},2.0,7745.0
536,Bojuka Bog,,0.0,28.0
537,Soldier,,0.0,
538,Ranger en-Vec,{1}{G}{W},3.0,19805.0
539,Charging Badger,{G},1.0,15874.0
540,Work a Double,{2}{R}{R},4.0,
541,Ogre Shaman,{3}{R}{R},5.0,21659.0
542,Nettlecyst,{3},3.0,1197.0
543,Muse Drake,{3}{U},4.0,15865.0
544,Nebelgast Intruder // Nebelgast Intruder,,0.0,
545,Vedalken Entrancer,{3}{U},4.0,18039.0
546,Lay Waste,{3}{R},4.0,16285.0
547,Lotus Bloom,,0.0,2259.0
548,Nightsquad Commando,{2}{B},3.0,16881.0
549,Live Fast,{2}{B},3.0,11275.0
550,"Seizan, Perverter of Truth",{3}{B}{B},5.0,5093.0
551,Eternal Dragon,{5}{W}{W},7.0,5357.0
552,Spontaneous Flight,{2}{W},3.0,14022.0
553,Nef-Crop Entangler,{1}{R},2.0,20074.0
554,Goblin Settler,{3}{R},4.0,14019.0
555,Ready to Rumble,{4}{R},5.0,16735.0
556,"Zariel, Archduke of Avernus",{2}{R}{R},4.0,3492.0
557,Blessed Defiance,{W},1.0,13141.0
558,Sea Gate Banneret // Sea Gate Banneret,,0.0,
559,Traitor's Roar,{4}{B/R},5.0,20356.0
560,Absorb Vis,{6}{B},7.0,14113.0
561,"Gitrog, Horror of Zhava",{2}{B}{G},4.0,
562,Scapegoat,{W},1.0,11486.0
563,Strongarm Tactics,{1}{B},2.0,16566.0
564,"Westvale Abbey // Ormendahl, Profane Prince",,0.0,929.0
565,Chaos Maw,{5}{R}{R},7.0,12417.0
566,"Jiang Yanggu, Wildcrafter",{2}{G},3.0,2510.0
567,Demon's Due (minigame) // Demon's Due (cont'd),,0.0,
568,Faerie Guidemother // Gift of the Fae,{W} // {1}{W},1.0,8534.0
569,Slayer's Plate,{3},3.0,13483.0
570,A-Elderleaf Mentor,{2}{G},3.0,
571,Ebon Praetor,{4}{B}{B},6.0,20206.0
572,Oracle of Bones,{2}{R}{R},4.0,10322.0
573,Bishop of Rebirth,{3}{W}{W},5.0,4606.0
574,Akoum Hellhound,{R},1.0,9625.0
575,Phyrexian Warhorse,{3}{B},4.0,20710.0
576,Treasure Hunt,{1}{U},2.0,10607.0
577,Outbreak,{3}{B},4.0,22117.0
578,Karfell Harbinger,{1}{U},2.0,9075.0
579,A-Carnelian Orb of Dragonkind,{2}{R},3.0,
580,Waterspout Djinn,{2}{U}{U},4.0,23108.0
581,Hag of Inner Weakness,{2}{B},3.0,
582,Glimmer Bairn // Glimmer Bairn,,0.0,
583,Endless Evil,{2}{U},3.0,4465.0
584,Peace and Quiet,{1}{W},2.0,18228.0
585,Segmented Krotiq,{5}{G},6.0,20819.0
586,Dazzling Ramparts,{4}{W},5.0,14380.0
587,Devastation,{5}{R}{R},7.0,10956.0
588,Goblin Spelunkers,{2}{R},3.0,19258.0
589,A-Lantern of Revealing,{3},3.0,
590,Strength of the Coalition // Strength of the Coalition,,0.0,
591,Spined Wurm,{4}{G},5.0,17961.0
592,Death Ward,{W},1.0,14662.0
593,Soultether Golem,{2},2.0,20080.0
594,Mobile Fort,{4},4.0,18982.0
595,Kor Skyfisher,{1}{W},2.0,6505.0
596,Alter Reality,{1}{U},2.0,9877.0
597,Power Plant Worker,{5},5.0,
598,Crested Sunmare,{3}{W}{W},5.0,2603.0
599,Distract the Hydra,,0.0,
600,Stuffy Doll Avatar,,0.0,
601,Perimeter Captain,{W},1.0,4610.0
602,Sengir Autocrat,{3}{B},4.0,4574.0
603,Stingerfling Spider,{4}{G},5.0,9872.0
604,Finest Hour,{2}{G}{W}{U},5.0,4527.0
605,Afiya Grove,{1}{G},2.0,17633.0
606,Bounty Agent,{1}{W},2.0,3371.0
607,Staggershock,{2}{R},3.0,14305.0
608,Bursting Beebles,{2}{U},3.0,
609,Snow Day,{4}{U}{U},6.0,15612.0
610,Carom,{1}{W},2.0,14189.0
611,Hunting Cheetah,{2}{G},3.0,18639.0
612,Choke,{2}{G},3.0,11237.0
613,Minion of the Mighty,{R},1.0,3023.0
614,Festering Evil,{3}{B}{B},5.0,16920.0
615,Ambush,{3}{R},4.0,21402.0
616,Pongify,{U},1.0,126.0
617,Troll Ascetic,{1}{G}{G},3.0,7694.0
618,Shackles,{2}{W},3.0,14819.0
619,Justice,{2}{W}{W},4.0,19836.0
620,Chart a Course,{1}{U},2.0,2040.0
621,Diabolic Edict,{1}{B},2.0,6788.0
622,Witch's Clinic,,0.0,1377.0
623,Grotesque Mutation,{1}{B},2.0,14170.0
624,Extremely Slow Zombie,{1}{B},2.0,
625,River Hoopoe,{G}{U},2.0,12620.0
626,Celebr-8000,{5},5.0,14880.0
627,Benalish Honor Guard,{1}{W},2.0,17810.0
628,Blaze,{X}{R},1.0,9507.0
629,Inner-Flame Igniter,{2}{R},3.0,17577.0
630,Stromgald Crusader,{B}{B},2.0,16787.0
631,Sleight of Hand,{U},1.0,3886.0
632,Clear a Path,{R},1.0,22774.0
633,Fallow Earth,{2}{G},3.0,21369.0
634,Darksteel Mutation,{1}{W},2.0,421.0
635,Utvara Hellkite,{6}{R}{R},8.0,910.0
636,Tar Pit Warrior,{2}{B},3.0,23836.0
637,Irreverent Revelers,{2}{R},3.0,12023.0
638,Deathrender,{4},4.0,6645.0
639,Illusionary Mask,{2},2.0,19050.0
640,Isleback Spawn,{5}{U}{U},7.0,15626.0
641,Angelic Shield,{W}{U},2.0,9554.0
642,Silent Assassin,{B}{B},2.0,15880.0
643,Manor Guardian,{2}{B},3.0,
644,Paragon of Modernity // Paragon of Modernity,,0.0,
645,Natural End,{2}{G},3.0,9174.0
646,Akoum Hellkite,{4}{R}{R},6.0,7377.0
647,Scavenger Hunt,,0.0,
648,Viseling,{4},4.0,8251.0
649,Ramosian Commander,{2}{W}{W},4.0,15704.0
650,Back to Basics,{2}{U},3.0,2204.0
651,Humming-,,0.0,
652,Redcap Raiders,{2}{R},3.0,16584.0
653,Hill Giant Herdgorger,{4}{G}{G},6.0,15407.0
654,Colossification,{5}{G}{G},7.0,2719.0
655,Flaming Sword,{1}{R},2.0,19351.0
656,Kill! Maim! Burn!,{3}{B}{R},5.0,11737.0
657,Unruly Mob,{1}{W},2.0,10771.0
658,Wastes,,0.0,
659,Bring Down,{3}{W},4.0,18398.0
660,Ghirapur Aether Grid,{2}{R},3.0,3027.0
661,Volcanic Offering,{4}{R},5.0,4046.0
662,Defiant Stand,{1}{W},2.0,23387.0
663,"Elspeth, Sun's Champion",{4}{W}{W},6.0,876.0
664,Roost of Drakes,{U},1.0,11430.0
665,"Nicol Bolas, Planeswalker",{4}{U}{B}{B}{R},8.0,3640.0
666,Flame Jab,{R},1.0,10811.0
667,Feline Sovereign,{2}{G},3.0,2708.0
668,Tawnos's Coffin,{4},4.0,15098.0
669,Every Dream a Nightmare,,0.0,
670,Revenant,{4}{B},5.0,10973.0
671,Mind Raker,{3}{B},4.0,15609.0
672,"Karn, Scion of Urza",{4},4.0,2406.0
673,Dawnhart Wardens,{1}{G}{W},3.0,10252.0
674,Awaken the Sky Tyrant,{3}{R},4.0,16072.0
675,Weatherlight Compleated,{2},2.0,7621.0
676,Unstable Obelisk,{3},3.0,2130.0
677,Surging Aether,{3}{U},4.0,23638.0
678,Fiend Binder,{3}{W},4.0,20567.0
679,Mukotai Soulripper,{1}{B},2.0,8202.0
680,"Drakuseth, Maw of Flames",{4}{R}{R}{R},7.0,799.0
681,Axebane Guardian,{2}{G},3.0,3679.0
682,Goatnap,{2}{R},3.0,9576.0
683,Howling Gale,{1}{G},2.0,20702.0
684,Colossal Growth,{1}{G},2.0,16394.0
685,Gallows Warden,{4}{W},5.0,15878.0
686,The Superlatorium,,0.0,
687,Goblin Bomb,{1}{R},2.0,9662.0
688,"Astarion, the Decadent // Astarion, the Decadent",,0.0,
689,Generous Visitor,{G},1.0,6281.0
690,Giant Oyster,{2}{U}{U},4.0,15288.0
691,"Nefarox, Overlord of Grixis",{4}{B}{B},6.0,9885.0
692,Eerie Interlude,{2}{W},3.0,619.0
693,Ecological Appreciation,{X}{2}{G},3.0,6024.0
694,Warbringer,{3}{R},4.0,17618.0
695,Red Cliffs Armada,{4}{U},5.0,23824.0
696,Rubblehulk,{4}{R}{G},6.0,5430.0
697,Soul Burn,{X}{2}{B},3.0,17169.0
698,Wings of Aesthir,{W}{U},2.0,21053.0
699,Soulsworn Jury,{2}{W},3.0,12327.0
700,"Kasmina, Enigma Sage",{1}{G}{U},3.0,5586.0
701,Guardian of Tazeem,{3}{U}{U},5.0,7666.0
702,Puppet Conjurer,{1}{B},2.0,18598.0
703,Scourge of the Throne,{4}{R}{R},6.0,1671.0
704,"Tezzeret, Betrayer of Flesh Emblem",,0.0,
705,Rewards of Diversity,{2}{W},3.0,16786.0
706,Horizon Boughs,,0.0,
707,Sky Tether,{W},1.0,14322.0
708,"Dance, Pathetic Marionette",,0.0,
709,"Kotori, Pilot Prodigy",{1}{W}{U},3.0,3629.0
710,Blood Glutton,{4}{B},5.0,15213.0
711,Playable Delusionary Hydra,,0.0,
712,Soldevi Machinist,{1}{U},2.0,19605.0
713,"Anya, Merciless Angel",{3}{R}{W},5.0,7850.0
714,Drain Power,{U}{U},2.0,11500.0
715,Rapid Hybridization,{U},1.0,197.0
716,Lashwrithe,{4},4.0,4919.0
717,Cabal Stronghold,,0.0,678.0
718,Battered Golem,{3},3.0,10149.0
719,Tattered Mummy,{1}{B},2.0,8573.0
720,Regisaur Alpha,{3}{R}{G},5.0,3234.0
721,Mox Jet,{0},0.0,
722,Urborg Panther,{2}{B},3.0,21004.0
723,Master Apothecary,{W}{W}{W},3.0,15911.0
724,Mezzio Mugger,{4}{R},5.0,8022.0
725,Soldier // Soldier,,0.0,
726,Sacrifice,{B},1.0,4884.0
727,Dreadlight Monstrosity,{4}{U}{U},6.0,12870.0
728,Radiant Destiny,{2}{W},3.0,3756.0
729,Wurm,,0.0,
730,Kobold Warcaller,{R},1.0,
731,Workshop Warchief,{3}{G}{G},5.0,9577.0
732,Warped Researcher,{4}{U},5.0,23479.0
733,Shivan Hellkite,{5}{R}{R},7.0,9475.0
734,Indomitable Might,{3}{G},4.0,6247.0
735,Beast Hunt,{3}{G},4.0,20634.0
736,Avacyn's Pilgrim,{G},1.0,300.0
737,Phantasmal Forces,{3}{U},4.0,22469.0
738,Lantern Flare,{1}{W},2.0,12956.0
739,Trusty Retriever,{3}{W},4.0,8703.0
740,Bloodrock Cyclops,{2}{R},3.0,23378.0
741,Ravenous Intruder,{1}{R},2.0,16275.0
742,Thoughtcutter Agent,{U}{B},2.0,18754.0
743,Knacksaw Clique,{3}{U},4.0,10246.0
744,Tithe Drinker,{W}{B},2.0,3737.0
745,Prying Eyes,{4}{U}{U},6.0,13110.0
746,Dragonkin Berserker,{1}{R},2.0,7855.0
747,Eradicator Valkyrie,{2}{B}{B},4.0,3944.0
748,Pale Wayfarer,{5}{W}{W},7.0,22624.0
749,Tangle Kelp,{U},1.0,23050.0
750,One with the Multiverse,{6}{U}{U},8.0,
751,Arbalest Engineers,{1}{R}{G},3.0,
752,Druid of Horns,{3}{G},4.0,16515.0
753,Sister Hospitaller,{4}{W}{B},6.0,12379.0
754,Heated Debate,{2}{R},3.0,12370.0
755,Bothersome Quasit,{2}{R},3.0,4903.0
756,Ashiok's Forerunner,{3}{U}{B},5.0,17081.0
757,"Ormos, Archive Keeper",{4}{U}{U},6.0,7928.0
758,Consulate Surveillance,{3}{W},4.0,14062.0
759,Deadly Wanderings,{3}{B}{B},5.0,16013.0
760,Pharika's Cure,{B}{B},2.0,17456.0
761,Goblin Artillery,{1}{R}{R},3.0,18864.0
762,Into Thin Air,{5}{U},6.0,20027.0
763,Muscle Sliver,{1}{G},2.0,4208.0
764,Dwarven Lieutenant,{R}{R},2.0,13718.0
765,Tempt with Immortality,{4}{B},5.0,7731.0
766,Void Snare,{U},1.0,7788.0
767,Pulsemage Advocate,{2}{W},3.0,10073.0
768,"Giada, Font of Hope // Giada, Font of Hope",,0.0,
769,Sultai Ascendancy,{B}{G}{U},3.0,5324.0
770,Thought Courier,{1}{U},2.0,8109.0
771,Corpse Augur,{3}{B},4.0,2899.0
772,Mystic Decree,{2}{U}{U},4.0,17416.0
773,The Secret Lair,,0.0,
774,Aetherstorm Roc,{2}{W}{W},4.0,12189.0
775,Grapeshot // Grapeshot,,0.0,
776,Genesis Ultimatum,{G}{G}{U}{U}{U}{R}{R},7.0,1779.0
777,Notorious Sliver War,,0.0,
778,Awaken the Erstwhile,{3}{B}{B},5.0,4414.0
779,Maelstrom Colossus,{8},8.0,3566.0
780,Lumengrid Drake,{3}{U},4.0,22853.0
781,"Claire D'Loon, Joy Sculptor",{W}{U},2.0,21683.0
782,Goblin Lyre,{3},3.0,16864.0
783,Youthful Scholar,{3}{U},4.0,16627.0
784,Sick and Tired,{2}{B},3.0,23311.0
785,Profound Journey,{5}{W}{W},7.0,11234.0
786,Rakdos Drake,{2}{B},3.0,17667.0
787,Overload,{R},1.0,11779.0
788,"Tatyova, Benthic Druid",{3}{G}{U},5.0,471.0
789,Peppersmoke,{B},1.0,14035.0
790,Sideswipe,{1}{R},2.0,23464.0
791,Sunrise Cavalier,{1}{R}{W},3.0,13175.0
792,Slave of Bolas,{3}{U/R}{B},5.0,6462.0
793,Sporoloth Ancient,{3}{G}{G},5.0,6068.0
794,Unexpected Conversion,{2}{U},3.0,
795,Pack's Favor,{2}{G},3.0,19238.0
796,Yoked Plowbeast,{5}{W}{W},7.0,15772.0
797,Hard Evidence,{U},1.0,5754.0
798,Interplanar Beacon,,0.0,2898.0
799,Kithkin Shielddare,{1}{W},2.0,20065.0
800,Svyelun of Sea and Sky // Svyelun of Sea and Sky,,0.0,
801,Pandemonium,{3}{R},4.0,8108.0
802,Proper Laboratory Attire,{1},1.0,
803,Flesh // Blood,{3}{B}{G} // {R}{G},7.0,12192.0
804,Angel of Destiny // Angel of Destiny,,0.0,
805,Pegasus Refuge,{3}{W},4.0,21043.0
806,Zarichi Tiger,{3}{W},4.0,20152.0
807,"Sarkhan, Fireblood",{1}{R}{R},3.0,3524.0
808,Rain of Rust,{3}{R}{R},5.0,22122.0
809,Scholar of Stars,{3}{U},4.0,16564.0
810,Fortress Crab,{3}{U},4.0,12812.0
811,Lunarch Veteran // Luminous Phantom,,1.0,3261.0
812,Chorus of Might,{3}{G},4.0,13858.0
813,Blinding Beam,{2}{W},3.0,19718.0
814,Fathom Feeder,{U}{B},2.0,8055.0
815,Skeleton Shard,{3},3.0,10569.0
816,Subversion,{3}{B}{B},5.0,11035.0
817,Cemetery Illuminator // Cemetery Illuminator,,0.0,
818,Cemetery Recruitment,{1}{B},2.0,8293.0
819,Myojin of Towering Might // Myojin of Towering Might,,0.0,
820,"Etali, Primal Storm",{4}{R}{R},6.0,201.0
821,Kolaghan Stormsinger,{R},1.0,19142.0
822,War Elemental,{R}{R}{R},3.0,11004.0
823,Trial of Zeal,{2}{R},3.0,20869.0
824,Fountain of Cho,,0.0,14522.0
825,Cosmotronic Wave,{3}{R},4.0,7830.0
826,Worldly Counsel,{1}{U},2.0,17034.0
827,Elephant,,0.0,
828,Rend Flesh,{2}{B},3.0,10304.0
829,Chaos Warp,{2}{R},3.0,30.0
830,Grave Sifter,{5}{G},6.0,10180.0
831,Plunge into Darkness,{1}{B},2.0,5598.0
832,Lifeforce,{G}{G},2.0,12569.0
833,Memory Bank,{1}{U},2.0,
834,Electrolyze,{1}{U}{R},3.0,6191.0
835,Summoner's Bond,,0.0,
836,Corridor Monitor,{1}{U},2.0,5306.0
837,Kolaghan Forerunners,{2}{R},3.0,15289.0
838,Frilled Oculus,{1}{U},2.0,23328.0
839,Starke of Rath,{1}{R}{R},3.0,11240.0
840,City's Blessing // Elemental,,0.0,
841,Lace with Moonglove,{2}{G},3.0,12994.0
842,Devastating Mastery,{2}{W}{W}{W}{W},6.0,7277.0
843,Dauthi Horror,{1}{B},2.0,7725.0
844,Circle of Protection: Shadow,{1}{W},2.0,22539.0
845,Custodi Squire,{4}{W},5.0,6846.0
846,Gaze of Justice,{W},1.0,15776.0
847,"Muxus, Goblin Grandee",{4}{R}{R},6.0,3499.0
848,Murasa,,0.0,
849,"Teferi, Temporal Archmage",{4}{U}{U},6.0,2564.0
850,Mercurial Pretender,{4}{U},5.0,8207.0
851,Master of Waves,{3}{U},4.0,3515.0
852,Recuperate,{3}{W},4.0,23086.0
853,Avatar of Growth,{4}{G}{G},6.0,8793.0
854,Acquisitions Expert,{1}{B},2.0,11476.0
855,Squirrel-Powered Scheme,{2}{B},3.0,
856,Angel of Fury,{4}{W}{W},6.0,23059.0
857,Human Warrior,,0.0,
858,Ill-Tempered Cyclops,{3}{R},4.0,21699.0
859,Torch Gauntlet,{2},2.0,18911.0
860,Ghost of Ramirez DePietro,{2}{U},3.0,6396.0
861,Desecrated Tomb,{3},3.0,2556.0
862,Rise of Extus // Rise of Extus,,0.0,
863,Viridian Lorebearers,{3}{G},4.0,21092.0
864,Mist-Syndicate Naga,{2}{U},3.0,2493.0
865,Wall of Reverence,{3}{W},4.0,4160.0
866,Subtle Strike,{1}{B},2.0,12808.0
867,Aerial Toastmaster,{3}{W},4.0,
868,Infiltrate,{U},1.0,13750.0
869,Stenchskipper,{3}{B},4.0,21805.0
870,Silverbluff Bridge,,0.0,1706.0
871,Orochi Leafcaller,{G},1.0,10222.0
872,Goblin // Soldier,,0.0,
873,Shower of Coals,{3}{R}{R},5.0,21394.0
874,Muddle the Mixture,{U}{U},2.0,405.0
875,Llanowar Loamspeaker,{1}{G},2.0,7646.0
876,Gideon's Company,{3}{W},4.0,11484.0
877,Death Frenzy,{3}{B}{G},5.0,15582.0
878,Mana Geode,{3},3.0,2199.0
879,Treasure Mage,{2}{U},3.0,4580.0
880,Blinkmoth Urn,{5},5.0,2098.0
881,Savage Firecat,{3}{R}{R},5.0,21300.0
882,Shattering Finale,{1}{B},2.0,
883,Renegade Doppelganger,{1}{U},2.0,12518.0
884,Transcantation,{1}{R},2.0,
885,Assert Authority,{5}{U}{U},7.0,11088.0
886,Labro Bot,{5},5.0,
887,Blast from the Past,{2}{R},3.0,
888,Werewolf Pack Leader,{G}{G},2.0,3634.0
889,Chain Reaction,{2}{R}{R},4.0,540.0
890,Assure // Assemble,{G/W}{G/W} // {4}{G}{W},8.0,12781.0
891,Ephara's Radiance,{W},1.0,17509.0
892,Shard,,0.0,
893,Omen of the Sun,{2}{W},3.0,6822.0
894,Scout the Borders,{2}{G},3.0,14386.0
895,Hall of Storm Giants,,0.0,3285.0
896,Primal Adversary,{2}{G},3.0,7285.0
897,Rest in Peace,{1}{W},2.0,1208.0
898,Draconian Cylix,{3},3.0,22441.0
899,Chaoslace,{R},1.0,22898.0
900,Change of Plans // Change of Plans,,0.0,
901,Nalathni Dragon,{2}{R}{R},4.0,22570.0
902,Maul of the Skyclaves,{2}{W},3.0,2306.0
903,Shrieking Mogg,{1}{R},2.0,15149.0
904,"Skullbriar, the Walking Grave",{B}{G},2.0,5764.0
905,Hammer Dropper,{2}{R}{W},4.0,15331.0
906,Incubator Drone,{3}{U},4.0,14021.0
907,Counterbalance,{U}{U},2.0,3022.0
908,Spare Supplies,{2},2.0,6987.0
909,Sandstone Bridge,,0.0,9108.0
910,Command Tower,,0.0,2.0
911,Candletrap,{W},1.0,11183.0
912,Aeolipile,{2},2.0,20592.0
913,Zombie Ogre,{3}{B}{B},5.0,10601.0
914,Cascade Seer,{3}{U},4.0,14992.0
915,Empty the Pits,{X}{X}{B}{B}{B}{B},4.0,8408.0
916,Soulfire Eruption,{6}{R}{R}{R},9.0,4072.0
917,Stensia Banquet,{2}{R},3.0,13513.0
918,Goblin Clearcutter,{3}{R},4.0,21105.0
919,Cloaked Cadet,{4}{G},5.0,10813.0
920,Neurok Transmuter,{2}{U},3.0,15187.0
921,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",,0.0,
922,Void Mirror,{2},2.0,8208.0
923,Thraben Foulbloods,{2}{B},3.0,20043.0
924,Marsh Gas,{B},1.0,22796.0
925,Favor of Jukai,{3}{G},4.0,13865.0
926,Trophy Mage,{2}{U},3.0,1173.0
927,Archivist of Oghma,{1}{W},2.0,980.0
928,Extricator of Sin // Extricator of Flesh,,3.0,15533.0
929,Sigarda's Imprisonment // Sigarda's Imprisonment,,0.0,
930,League Guildmage,{U}{R},2.0,10920.0
931,Epic Experiment,{X}{U}{R},2.0,3434.0
932,Windfall,{2}{U},3.0,96.0
933,Junk Diver,{3},3.0,2109.0
934,Demolish,{3}{R},4.0,10619.0
935,Talara's Battalion,{1}{G},2.0,12530.0
936,Colossal Dreadmaw,{4}{G}{G},6.0,8241.0
937,Zuran Orb,{0},0.0,1795.0
938,Azorius First-Wing,{W}{U},2.0,19647.0
939,Reya Dawnbringer,{6}{W}{W}{W},9.0,2407.0
940,Ogre Jailbreaker,{3}{B},4.0,18347.0
941,Outrage Shaman,{3}{R}{R},5.0,15846.0
942,"Illuna, Apex of Wishes",{2}{G}{U}{R},5.0,5120.0
943,Wreck Hunter,{B}{B},2.0,
944,Psychic Rebuttal,{1}{U},2.0,12931.0
945,Chittering Rats,{1}{B}{B},3.0,13000.0
946,Cavalier of Gales,{2}{U}{U}{U},5.0,4876.0
947,Kraken Hatchling,{U},1.0,12220.0
948,Nature's Embrace // Nature's Embrace,,0.0,
949,Brightstone Ritual,{R},1.0,2252.0
950,Sturdy Hatchling,{3}{G/U},4.0,21437.0
951,Panacea,{4},4.0,23082.0
952,Dwell on the Past,{G},1.0,12906.0
953,Commander Greven il-Vec,{3}{B}{B}{B},6.0,19287.0
954,Undead Slayer,{2}{W},3.0,19313.0
955,Phyrexian Grimoire,{3},3.0,19636.0
956,Increasing Ambition,{4}{B},5.0,5365.0
957,Weathered Sentinels,{3},3.0,6009.0
958,Blessing of the Nephilim,{W},1.0,11555.0
959,Wolverine Riders,{4}{G}{G},6.0,1862.0
960,Staggering Insight,{W}{U},2.0,3636.0
961,Rumbling Rockslide,{3}{R},4.0,15226.0
962,Shining Armor,{1}{W},2.0,12666.0
963,Unholy Strength,{B},1.0,14672.0
964,Soldier,,0.0,
965,Tuinvale Treefolk // Oaken Boon,{5}{G} // {3}{G},6.0,9844.0
966,"Silvar, Devourer of the Free",{3}{B}{R},5.0,6542.0
967,Rathi Trapper,{1}{B},2.0,13709.0
968,Mogg Salvage,{2}{R},3.0,3413.0
969,Prodigal Sorcerer Avatar,,0.0,
970,Take Down,{G},1.0,20084.0
971,"Neheb, the Worthy",{1}{B}{R},3.0,9215.0
972,Swift Warden,{1}{G}{G},3.0,11679.0
973,Orcish Squatters Avatar,,0.0,
974,"Angrath, the Flame-Chained",{3}{B}{R},5.0,4965.0
975,Rune of Protection: Blue,{1}{W},2.0,16341.0
976,Elvish Ranger,{2}{G},3.0,14510.0
977,Baleful Eidolon,{1}{B},2.0,12283.0
978,Deadly Grub,{2}{B},3.0,14055.0
979,Infectious Horror,{3}{B},4.0,12132.0
980,Fractal Harness,{X}{2}{G},3.0,3581.0
981,Dwarven Miner,{1}{R},2.0,6410.0
982,Metallurgeon,{1}{W},2.0,14984.0
983,Verdant Haven,{2}{G},3.0,6510.0
984,Elephant Ambush,{2}{G}{G},4.0,18246.0
985,Robe of Mirrors,{U},1.0,8310.0
986,Ghostfire Blade,{1},1.0,10873.0
987,Metathran Aerostat,{2}{U}{U},4.0,23342.0
988,Rapacious Dragon,{4}{R},5.0,3438.0
989,Swooping Protector,{3}{W},4.0,16587.0
990,Vault of Whispers,,0.0,916.0
991,"Alrund, God of the Cosmos // Alrund, God of the Cosmos",,0.0,
992,Elvish Bard,{3}{G}{G},5.0,17286.0
993,Nacatl Hunt-Pride,{5}{W},6.0,19383.0
994,Ashnod,,0.0,
995,Phantom Nantuko,{2}{G},3.0,10250.0
996,Draugr Thought-Thief,{2}{U},3.0,13635.0
997,Kavu Primarch,{3}{G},4.0,14478.0
998,Negate // Negate,,0.0,
999,"Melek, Izzet Paragon",{4}{U}{R},6.0,3040.0
1000,"Sophina, Spearsage Deserter",{2}{R}{W},4.0,8137.0
1001,Pyroclast Consul,{3}{R}{R},5.0,21247.0
1002,Squee's Embrace,{R}{W},2.0,10068.0
1003,End the Festivities,{R},1.0,4311.0
1004,"Najeela, the Blade-Blossom",{2}{R},3.0,3107.0
1005,Amethyst Dragon // Explosive Crystal,{4}{R}{R} // {4}{R},6.0,10497.0
1006,Krark-Clan Engineers,{3}{R},4.0,19993.0
1007,Orzhov Cluestone,{3},3.0,5786.0
1008,Tales of Master Seshiro // Seshiro's Living Legacy,,5.0,9486.0
1009,Mad Dog,{1}{R},2.0,23296.0
1010,Whirling Catapult,{4},4.0,22081.0
1011,Whipgrass Entangler,{2}{W},3.0,16473.0
1012,Rusted Slasher,{4},4.0,16304.0
1013,Havoc Sower,{3}{B},4.0,20936.0
1014,Flint Golem,{4},4.0,21026.0
1015,Deputized Protester,{2}{R},3.0,19786.0
1016,Forest Bear,{1}{G},2.0,10855.0
1017,Magma Rift,{2}{R},3.0,21654.0
1018,Rise of the Dread Marn,{2}{B},3.0,1806.0
1019,Owl Familiar,{1}{U},2.0,15963.0
1020,Agent of Stromgald,{R},1.0,15773.0
1021,Natural Affinity,{2}{G},3.0,7933.0
1022,Your Will Is Not Your Own,,0.0,
1023,Stall for Time,{2}{W},3.0,18963.0
1024,Wasteland,,0.0,824.0
1025,"Karn, Living Legacy",{4},4.0,7508.0
1026,Golem,,0.0,
1027,Apathy,{U},1.0,17551.0
1028,Voltaic Key,{1},1.0,1676.0
1029,Chime of Night,{1}{B},2.0,14431.0
1030,Battle Plan,{3}{R},4.0,13975.0
1031,Caged Sun,{6},6.0,598.0
1032,Shimian Night Stalker,{3}{B}{B},5.0,22576.0
1033,Carnivore,,0.0,
1034,Cloudkin Seer,{2}{U},3.0,3861.0
1035,Abbot of Keral Keep,{1}{R},2.0,9649.0
1036,Rotting Giant,{1}{B},2.0,22632.0
1037,Andradite Leech,{2}{B},3.0,22194.0
1038,Nucklavee,{4}{U/R}{U/R},6.0,16828.0
1039,Aven Shrine,{1}{W}{W},3.0,21733.0
1040,Nimble-Blade Khenra,{1}{R},2.0,19633.0
1041,Sphere of Resistance,{2},2.0,4424.0
1042,Eyeblight Assassin,{2}{B},3.0,14146.0
1043,Lagonna-Band Trailblazer,{W},1.0,14192.0
1044,Stalwart Aven,{2}{W},3.0,19972.0
1045,Austere Command,{4}{W}{W},6.0,145.0
1046,Phage the Untouchable,{3}{B}{B}{B}{B},7.0,5711.0
1047,Misty Rainforest,,0.0,41.0
1048,Ghost Ship,{2}{U}{U},4.0,18209.0
1049,Iron Lance,{2},2.0,22974.0
1050,Woodland Guidance,{3}{G},4.0,16278.0
1051,Benalish Heralds,{3}{W},4.0,23430.0
1052,Displacer Kitten,{3}{U},4.0,1776.0
1053,Dead Drop,{9}{B},10.0,11243.0
1054,Dread,{3}{B}{B}{B},6.0,7220.0
1055,Secluded Glen,,0.0,9153.0
1056,Punish the Enemy,{4}{R},5.0,20255.0
1057,Sunder from Within,{2}{R}{R},4.0,17012.0
1058,"Korlash, Heir to Blackblade",{2}{B}{B},4.0,10848.0
1059,Capricious Sorcerer,{2}{U},3.0,18804.0
1060,Gravecrawler,{B},1.0,974.0
1061,Rock Jockey,{2}{R},3.0,23303.0
1062,"Sorin, Grim Nemesis",{4}{W}{B},6.0,4085.0
