,name,color_identity,type_line
540,Work a Double,['R'],Sorcery
541,Ogre Shaman,['R'],Creature — Ogre Shaman
542,Nettlecyst,[],Artifact — Equipment
543,Muse Drake,['U'],Creature — Drake
544,Nebelgast Intruder // Nebelgast Intruder,[],Card // Card
545,Vedalken Entrancer,['U'],Creature — Vedalken Wizard
546,Lay Waste,['R'],Sorcery
547,Lotus Bloom,[],Artifact
548,Nightsquad Commando,['B'],Creature — Human Soldier
549,Live Fast,['B'],Sorcery
550,"Seizan, Perverter of Truth",['B'],Legendary Creature — Demon Spirit
551,Eternal Dragon,['W'],Creature — Dragon Spirit
552,Spontaneous Flight,['W'],Instant
553,Nef-Crop Entangler,['R'],Creature — Human Warrior
554,Goblin Settler,['R'],Creature — Goblin
555,Ready to Rumble,['R'],Sorcery
556,"Zariel, Archduke of Avernus",['R'],Legendary Planeswalker — Zariel
557,Blessed Defiance,['W'],Instant
558,Sea Gate Banneret // Sea Gate Banneret,[],Card // Card
559,Traitor's Roar,"['B', 'R']",Sorcery
560,Absorb Vis,['B'],Sorcery
561,"Gitrog, Horror of Zhava","['B', 'G']",Legendary Creature — Frog Horror
562,Scapegoat,['W'],Instant
563,Strongarm Tactics,['B'],Sorcery
564,"Westvale Abbey // Ormendahl, Profane Prince",['B'],Land // Legendary Creature — Demon
565,Chaos Maw,['R'],Creature — Hellion
566,"Jiang Yanggu, Wildcrafter",['G'],Legendary Planeswalker — Yanggu
567,Demon's Due (minigame) // Demon's Due (cont'd),[],Card // Card
568,Faerie Guidemother // Gift of the Fae,['W'],Creature — Faerie // Sorcery — Adventure
569,Slayer's Plate,[],Artifact — Equipment
570,A-Elderleaf Mentor,['G'],Creature — Elf Warrior
571,Ebon Praetor,['B'],Creature — Avatar Praetor
572,Oracle of Bones,['R'],Creature — Minotaur Shaman
573,Bishop of Rebirth,['W'],Creature — Vampire Cleric
574,Akoum Hellhound,['R'],Creature — Elemental Dog
575,Phyrexian Warhorse,"['B', 'W']",Creature — Phyrexian Horse
576,Treasure Hunt,['U'],Sorcery
577,Outbreak,['B'],Sorcery
578,Karfell Harbinger,['U'],Creature — Zombie Wizard
579,A-Carnelian Orb of Dragonkind,['R'],Artifact
580,Waterspout Djinn,['U'],Creature — Djinn
581,Hag of Inner Weakness,['B'],Creature — Hag Warlock
582,Glimmer Bairn // Glimmer Bairn,[],Card // Card
583,Endless Evil,['U'],Enchantment — Aura
584,Peace and Quiet,['W'],Instant
585,Segmented Krotiq,['G'],Creature — Insect
586,Dazzling Ramparts,['W'],Creature — Wall
587,Devastation,['R'],Sorcery
588,Goblin Spelunkers,['R'],Creature — Goblin Warrior
589,A-Lantern of Revealing,[],Artifact
590,Strength of the Coalition // Strength of the Coalition,[],Card // Card
591,Spined Wurm,['G'],Creature — Wurm
592,Death Ward,['W'],Instant
593,Soultether Golem,[],Artifact Creature — Golem
594,Mobile Fort,[],Artifact Creature — Wall
595,Kor Skyfisher,['W'],Creature — Kor Soldier
596,Alter Reality,['U'],Instant
597,Power Plant Worker,[],Artifact Creature — Assembly-Worker
598,Crested Sunmare,['W'],Creature — Horse
599,Distract the Hydra,[],Sorcery
600,Stuffy Doll Avatar,[],Vanguard
601,Perimeter Captain,['W'],Creature — Human Soldier
602,Sengir Autocrat,['B'],Creature — Human
603,Stingerfling Spider,['G'],Creature — Spider
604,Finest Hour,"['G', 'U', 'W']",Enchantment
605,Afiya Grove,['G'],Enchantment
606,Bounty Agent,['W'],Creature — Human Soldier
607,Staggershock,['R'],Instant
608,Bursting Beebles,['U'],Creature — Beeble
609,Snow Day,['U'],Instant
610,Carom,['W'],Instant
611,Hunting Cheetah,['G'],Creature — Cat
612,Choke,['G'],Enchantment
613,Minion of the Mighty,['R'],Creature — Kobold
614,Festering Evil,['B'],Enchantment
615,Ambush,['R'],Instant
616,Pongify,['U'],Instant
617,Troll Ascetic,['G'],Creature — Troll Shaman
618,Shackles,['W'],Enchantment — Aura
619,Justice,['W'],Enchantment
620,Chart a Course,['U'],Sorcery
621,Diabolic Edict,['B'],Instant
622,Witch's Clinic,[],Land
623,Grotesque Mutation,['B'],Instant
624,Extremely Slow Zombie,['B'],Creature — Zombie
625,River Hoopoe,"['G', 'U']",Creature — Bird
626,Celebr-8000,[],Artifact Creature — Clown Robot
627,Benalish Honor Guard,['W'],Creature — Human Knight
628,Blaze,['R'],Sorcery
629,Inner-Flame Igniter,['R'],Creature — Elemental Warrior
630,Stromgald Crusader,['B'],Creature — Zombie Knight
631,Sleight of Hand,['U'],Sorcery
632,Clear a Path,['R'],Sorcery
633,Fallow Earth,['G'],Sorcery
634,Darksteel Mutation,['W'],Enchantment — Aura
635,Utvara Hellkite,['R'],Creature — Dragon
636,Tar Pit Warrior,['B'],Creature — Cyclops Warrior
637,Irreverent Revelers,['R'],Creature — Satyr
638,Deathrender,[],Artifact — Equipment
639,Illusionary Mask,[],Artifact
640,Isleback Spawn,['U'],Creature — Kraken
641,Angelic Shield,"['U', 'W']",Enchantment
642,Silent Assassin,['B'],Creature — Human Mercenary Assassin
643,Manor Guardian,['B'],Creature — Demon
644,Paragon of Modernity // Paragon of Modernity,[],Card // Card
645,Natural End,['G'],Instant
646,Akoum Hellkite,['R'],Creature — Dragon
647,Scavenger Hunt,[],Artifact — Attraction
648,Viseling,[],Artifact Creature — Phyrexian Construct
649,Ramosian Commander,['W'],Creature — Human Rebel
650,Back to Basics,['U'],Enchantment
651,Humming-,['W'],Creature — Bird
652,Redcap Raiders,['R'],Creature — Goblin Warrior
653,Hill Giant Herdgorger,['G'],Creature — Giant
654,Colossification,['G'],Enchantment — Aura
655,Flaming Sword,['R'],Enchantment — Aura
656,Kill! Maim! Burn!,"['B', 'R']",Instant
657,Unruly Mob,['W'],Creature — Human
658,Wastes,[],Basic Land
659,Bring Down,['W'],Sorcery
660,Ghirapur Aether Grid,['R'],Enchantment
661,Volcanic Offering,['R'],Instant
662,Defiant Stand,['W'],Instant
663,"Elspeth, Sun's Champion",['W'],Legendary Planeswalker — Elspeth
664,Roost of Drakes,['U'],Enchantment
665,"Nicol Bolas, Planeswalker","['B', 'R', 'U']",Legendary Planeswalker — Bolas
666,Flame Jab,['R'],Sorcery
667,Feline Sovereign,['G'],Creature — Cat
668,Tawnos's Coffin,[],Artifact
669,Every Dream a Nightmare,[],Scheme
670,Revenant,['B'],Creature — Spirit
671,Mind Raker,['B'],Creature — Eldrazi Processor
672,"Karn, Scion of Urza",[],Legendary Planeswalker — Karn
673,Dawnhart Wardens,"['G', 'W']",Creature — Human Warlock
674,Awaken the Sky Tyrant,['R'],Enchantment
675,Weatherlight Compleated,[],Legendary Artifact — Vehicle
676,Unstable Obelisk,[],Artifact
677,Surging Aether,['U'],Instant
678,Fiend Binder,['W'],Creature — Human Soldier
679,Mukotai Soulripper,['B'],Artifact — Vehicle
680,"Drakuseth, Maw of Flames",['R'],Legendary Creature — Dragon
681,Axebane Guardian,['G'],Creature — Human Druid
682,Goatnap,['R'],Sorcery
683,Howling Gale,['G'],Instant
684,Colossal Growth,"['G', 'R']",Instant
685,Gallows Warden,['W'],Creature — Spirit
686,The Superlatorium,[],Artifact — Attraction
687,Goblin Bomb,['R'],Enchantment
688,"Astarion, the Decadent // Astarion, the Decadent",[],Card // Card
689,Generous Visitor,['G'],Creature — Spirit
690,Giant Oyster,['U'],Creature — Oyster
691,"Nefarox, Overlord of Grixis",['B'],Legendary Creature — Demon
692,Eerie Interlude,['W'],Instant
693,Ecological Appreciation,['G'],Sorcery
694,Warbringer,['R'],Creature — Orc Berserker
695,Red Cliffs Armada,['U'],Creature — Human Soldier
696,Rubblehulk,"['G', 'R']",Creature — Elemental
697,Soul Burn,['B'],Sorcery
698,Wings of Aesthir,"['U', 'W']",Enchantment — Aura
699,Soulsworn Jury,"['U', 'W']",Creature — Spirit
700,"Kasmina, Enigma Sage","['G', 'U']",Legendary Planeswalker — Kasmina
701,Guardian of Tazeem,['U'],Creature — Sphinx
702,Puppet Conjurer,"['B', 'U']",Artifact Creature — Human Wizard
703,Scourge of the Throne,['R'],Creature — Dragon
704,"Tezzeret, Betrayer of Flesh Emblem",[],Emblem
705,Rewards of Diversity,['W'],Enchantment
706,Horizon Boughs,[],Plane — Pyrulea
707,Sky Tether,['W'],Enchantment — Aura
708,"Dance, Pathetic Marionette",[],Scheme
709,"Kotori, Pilot Prodigy","['U', 'W']",Legendary Creature — Moonfolk Pilot
710,Blood Glutton,['B'],Creature — Vampire
711,Playable Delusionary Hydra,[],Stickers
712,Soldevi Machinist,['U'],Creature — Human Wizard Artificer
713,"Anya, Merciless Angel","['R', 'W']",Legendary Creature — Angel
714,Drain Power,['U'],Sorcery
715,Rapid Hybridization,['U'],Instant
716,Lashwrithe,['B'],Artifact — Equipment
717,Cabal Stronghold,['B'],Land
718,Battered Golem,[],Artifact Creature — Golem
719,Tattered Mummy,['B'],Creature — Zombie Jackal
720,Regisaur Alpha,"['G', 'R']",Creature — Dinosaur
721,Mox Jet,['B'],Artifact
722,Urborg Panther,['B'],Creature — Nightstalker Cat
723,Master Apothecary,['W'],Creature — Human Cleric
724,Mezzio Mugger,['R'],Creature — Viashino Rogue
725,Soldier // Soldier,"['R', 'W']",Token Creature — Soldier // Token Creature — Soldier
726,Sacrifice,['B'],Instant
727,Dreadlight Monstrosity,['U'],Creature — Crab Horror
728,Radiant Destiny,['W'],Enchantment
729,Wurm,['G'],Token Creature — Wurm
730,Kobold Warcaller,['R'],Creature — Kobold
731,Workshop Warchief,['G'],Creature — Rhino Warrior
732,Warped Researcher,['U'],Creature — Human Wizard Mutant
733,Shivan Hellkite,['R'],Creature — Dragon
734,Indomitable Might,['G'],Enchantment — Aura
735,Beast Hunt,['G'],Sorcery
736,Avacyn's Pilgrim,"['G', 'W']",Creature — Human Monk
737,Phantasmal Forces,['U'],Creature — Illusion
738,Lantern Flare,"['R', 'W']",Instant
739,Trusty Retriever,['W'],Creature — Dog
740,Bloodrock Cyclops,['R'],Creature — Cyclops
741,Ravenous Intruder,['R'],Creature — Gremlin
742,Thoughtcutter Agent,"['B', 'U']",Artifact Creature — Human Rogue
743,Knacksaw Clique,['U'],Creature — Faerie Rogue
744,Tithe Drinker,"['B', 'W']",Creature — Vampire
745,Prying Eyes,['U'],Instant
746,Dragonkin Berserker,['R'],Creature — Human Berserker
747,Eradicator Valkyrie,['B'],Creature — Angel Berserker
748,Pale Wayfarer,['W'],Creature — Spirit Giant
749,Tangle Kelp,['U'],Enchantment — Aura
750,One with the Multiverse,['U'],Enchantment
751,Arbalest Engineers,"['G', 'R']",Creature — Human Artificer
752,Druid of Horns,['G'],Creature — Human Druid
753,Sister Hospitaller,"['B', 'W']",Creature — Human Cleric
754,Heated Debate,['R'],Instant
755,Bothersome Quasit,['R'],Creature — Demon
756,Ashiok's Forerunner,"['B', 'U']",Creature — Human Wizard
757,"Ormos, Archive Keeper",['U'],Legendary Creature — Sphinx
758,Consulate Surveillance,['W'],Enchantment
759,Deadly Wanderings,['B'],Enchantment
760,Pharika's Cure,['B'],Instant
761,Goblin Artillery,['R'],Creature — Goblin Warrior
762,Into Thin Air,['U'],Instant
763,Muscle Sliver,['G'],Creature — Sliver
764,Dwarven Lieutenant,['R'],Creature — Dwarf Soldier
765,Tempt with Immortality,['B'],Sorcery
766,Void Snare,['U'],Sorcery
767,Pulsemage Advocate,['W'],Creature — Human Cleric
768,"Giada, Font of Hope // Giada, Font of Hope",[],Card // Card
769,Sultai Ascendancy,"['B', 'G', 'U']",Enchantment
770,Thought Courier,['U'],Creature — Human Wizard
771,Corpse Augur,['B'],Creature — Zombie Wizard
772,Mystic Decree,['U'],World Enchantment
773,The Secret Lair,[],Legendary Land — Lair
774,Aetherstorm Roc,['W'],Creature — Bird
775,Grapeshot // Grapeshot,[],Card // Card
776,Genesis Ultimatum,"['G', 'R', 'U']",Sorcery
777,Notorious Sliver War,[],Stickers
778,Awaken the Erstwhile,['B'],Sorcery
779,Maelstrom Colossus,[],Artifact Creature — Golem
780,Lumengrid Drake,['U'],Creature — Drake
781,"Claire D'Loon, Joy Sculptor","['U', 'W']",Legendary Creature — Human Performer
782,Goblin Lyre,[],Artifact
783,Youthful Scholar,['U'],Creature — Human Wizard
784,Sick and Tired,['B'],Instant
785,Profound Journey,['W'],Sorcery
786,Rakdos Drake,['B'],Creature — Drake
787,Overload,['R'],Instant
788,"Tatyova, Benthic Druid","['G', 'U']",Legendary Creature — Merfolk Druid
789,Peppersmoke,['B'],Tribal Instant — Faerie
790,Sideswipe,['R'],Instant
791,Sunrise Cavalier,"['R', 'W']",Creature — Human Knight
792,Slave of Bolas,"['B', 'R', 'U']",Sorcery
793,Sporoloth Ancient,['G'],Creature — Fungus
794,Unexpected Conversion,['U'],Sorcery
795,Pack's Favor,['G'],Instant
796,Yoked Plowbeast,['W'],Creature — Beast
797,Hard Evidence,['U'],Sorcery
798,Interplanar Beacon,[],Land
799,Kithkin Shielddare,['W'],Creature — Kithkin Soldier
800,Svyelun of Sea and Sky // Svyelun of Sea and Sky,[],Card // Card
801,Pandemonium,['R'],Enchantment
802,Proper Laboratory Attire,[],Artifact — Equipment
803,Flesh // Blood,"['B', 'G', 'R']",Sorcery // Sorcery
804,Angel of Destiny // Angel of Destiny,[],Card // Card
805,Pegasus Refuge,['W'],Enchantment
806,Zarichi Tiger,['W'],Creature — Cat
807,"Sarkhan, Fireblood",['R'],Legendary Planeswalker — Sarkhan
808,Rain of Rust,['R'],Instant
809,Scholar of Stars,['U'],Creature — Human Artificer
810,Fortress Crab,['U'],Creature — Crab
811,Lunarch Veteran // Luminous Phantom,['W'],Creature — Human Cleric // Creature — Spirit Cleric
812,Chorus of Might,['G'],Instant
813,Blinding Beam,['W'],Instant
814,Fathom Feeder,"['B', 'U']",Creature — Eldrazi Drone
815,Skeleton Shard,['B'],Artifact
816,Subversion,['B'],Enchantment
817,Cemetery Illuminator // Cemetery Illuminator,[],Card // Card
818,Cemetery Recruitment,['B'],Sorcery
819,Myojin of Towering Might // Myojin of Towering Might,[],Card // Card
820,"Etali, Primal Storm",['R'],Legendary Creature — Elder Dinosaur
821,Kolaghan Stormsinger,['R'],Creature — Human Shaman
822,War Elemental,['R'],Creature — Elemental
823,Trial of Zeal,['R'],Enchantment
824,Fountain of Cho,['W'],Land
825,Cosmotronic Wave,['R'],Sorcery
826,Worldly Counsel,['U'],Instant
827,Elephant,['G'],Token Creature — Elephant
828,Rend Flesh,['B'],Instant — Arcane
829,Chaos Warp,['R'],Instant
830,Grave Sifter,['G'],Creature — Elemental Beast
831,Plunge into Darkness,['B'],Instant
832,Lifeforce,['G'],Enchantment
833,Memory Bank,['U'],Sorcery
834,Electrolyze,"['R', 'U']",Instant
835,Summoner's Bond,[],Conspiracy
836,Corridor Monitor,['U'],Artifact Creature — Construct
837,Kolaghan Forerunners,['R'],Creature — Human Berserker
838,Frilled Oculus,"['G', 'U']",Creature — Homunculus
839,Starke of Rath,['R'],Legendary Creature — Human Rogue
840,City's Blessing // Elemental,['R'],Card // Token Creature — Elemental
841,Lace with Moonglove,['G'],Instant
842,Devastating Mastery,['W'],Sorcery
843,Dauthi Horror,['B'],Creature — Dauthi Horror
844,Circle of Protection: Shadow,['W'],Enchantment
845,Custodi Squire,['W'],Creature — Spirit Cleric
846,Gaze of Justice,['W'],Sorcery
847,"Muxus, Goblin Grandee",['R'],Legendary Creature — Goblin Noble
848,Murasa,[],Plane — Zendikar
849,"Teferi, Temporal Archmage",['U'],Legendary Planeswalker — Teferi
850,Mercurial Pretender,['U'],Creature — Shapeshifter
851,Master of Waves,['U'],Creature — Merfolk Wizard
852,Recuperate,['W'],Instant
853,Avatar of Growth,['G'],Creature — Elemental Avatar
854,Acquisitions Expert,['B'],Creature — Human Rogue
855,Squirrel-Powered Scheme,['B'],Enchantment
856,Angel of Fury,['W'],Creature — Angel
857,Human Warrior,"['R', 'W']",Token Creature — Human Warrior
858,Ill-Tempered Cyclops,['R'],Creature — Cyclops
859,Torch Gauntlet,[],Artifact — Equipment
860,Ghost of Ramirez DePietro,['U'],Legendary Creature — Spirit Pirate
861,Desecrated Tomb,[],Artifact
862,Rise of Extus // Rise of Extus,[],Card // Card
863,Viridian Lorebearers,['G'],Creature — Elf Shaman
864,Mist-Syndicate Naga,['U'],Creature — Naga Ninja
865,Wall of Reverence,['W'],Creature — Spirit Wall
866,Subtle Strike,['B'],Instant
867,Aerial Toastmaster,['W'],Artifact Creature — Cyborg Rigger
868,Infiltrate,['U'],Instant
869,Stenchskipper,['B'],Creature — Elemental
870,Silverbluff Bridge,"['R', 'U']",Artifact Land
871,Orochi Leafcaller,['G'],Creature — Snake Shaman
872,Goblin // Soldier,"['R', 'W']",Token Creature — Goblin // Token Creature — Soldier
873,Shower of Coals,['R'],Sorcery
874,Muddle the Mixture,['U'],Instant
875,Llanowar Loamspeaker,['G'],Creature — Elf Druid
876,Gideon's Company,['W'],Creature — Human Soldier
877,Death Frenzy,"['B', 'G']",Sorcery
878,Mana Geode,[],Artifact
879,Treasure Mage,['U'],Creature — Human Wizard
880,Blinkmoth Urn,[],Artifact
881,Savage Firecat,['R'],Creature — Elemental Cat
882,Shattering Finale,['B'],Sorcery
883,Renegade Doppelganger,['U'],Creature — Shapeshifter
884,Transcantation,['R'],Instant
885,Assert Authority,['U'],Instant
886,Labro Bot,[],Host Artifact Creature — Dog
887,Blast from the Past,['R'],Instant
888,Werewolf Pack Leader,['G'],Creature — Human Werewolf
889,Chain Reaction,['R'],Sorcery
890,Assure // Assemble,"['G', 'W']",Instant // Instant
891,Ephara's Radiance,['W'],Enchantment — Aura
892,Shard,[],Token Enchantment — Shard
893,Omen of the Sun,['W'],Enchantment
894,Scout the Borders,['G'],Sorcery
895,Hall of Storm Giants,['U'],Land
896,Primal Adversary,['G'],Creature — Wolf
897,Rest in Peace,['W'],Enchantment
898,Draconian Cylix,[],Artifact
899,Chaoslace,['R'],Instant
900,Change of Plans // Change of Plans,[],Card // Card
901,Nalathni Dragon,['R'],Creature — Dragon
902,Maul of the Skyclaves,['W'],Artifact — Equipment
903,Shrieking Mogg,['R'],Creature — Goblin
904,"Skullbriar, the Walking Grave","['B', 'G']",Legendary Creature — Zombie Elemental
905,Hammer Dropper,"['R', 'W']",Creature — Giant Soldier
906,Incubator Drone,['U'],Creature — Eldrazi Drone
907,Counterbalance,['U'],Enchantment
908,Spare Supplies,[],Artifact
909,Sandstone Bridge,['W'],Land
910,Command Tower,[],Land
911,Candletrap,['W'],Enchantment — Aura
912,Aeolipile,[],Artifact
913,Zombie Ogre,['B'],Creature — Zombie Ogre
914,Cascade Seer,['U'],Creature — Merfolk Wizard
915,Empty the Pits,['B'],Instant
916,Soulfire Eruption,['R'],Sorcery
917,Stensia Banquet,['R'],Sorcery
918,Goblin Clearcutter,"['G', 'R']",Creature — Goblin
919,Cloaked Cadet,['G'],Creature — Human Ranger
920,Neurok Transmuter,['U'],Creature — Human Wizard
921,"Chatterfang, Squirrel General // Chatterfang, Squirrel General",[],Card // Card
922,Void Mirror,[],Artifact
923,Thraben Foulbloods,['B'],Creature — Zombie Dog
924,Marsh Gas,['B'],Instant
925,Favor of Jukai,['G'],Enchantment — Aura
926,Trophy Mage,['U'],Creature — Human Wizard
927,Archivist of Oghma,['W'],Creature — Halfling Cleric
928,Extricator of Sin // Extricator of Flesh,['W'],Creature — Human Cleric // Creature — Eldrazi Horror
929,Sigarda's Imprisonment // Sigarda's Imprisonment,[],Card // Card
930,League Guildmage,"['R', 'U']",Creature — Human Wizard
931,Epic Experiment,"['R', 'U']",Sorcery
932,Windfall,['U'],Sorcery
933,Junk Diver,[],Artifact Creature — Bird
934,Demolish,['R'],Sorcery
935,Talara's Battalion,['G'],Creature — Elf Warrior
936,Colossal Dreadmaw,['G'],Creature — Dinosaur
937,Zuran Orb,[],Artifact
938,Azorius First-Wing,"['U', 'W']",Creature — Griffin
939,Reya Dawnbringer,['W'],Legendary Creature — Angel
940,Ogre Jailbreaker,['B'],Creature — Ogre Rogue
941,Outrage Shaman,['R'],Creature — Goblin Shaman
942,"Illuna, Apex of Wishes","['G', 'R', 'U']",Legendary Creature — Beast Elemental Dinosaur
